web-scraper-order,web-scraper-start-url,link,link-href,prix,div,equip
"1679591026-660","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon81,400,000 DHappartement bien finiAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/appartement_bien_fini_51311671.htm","1 400 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Âge du bien""},{""div"":""6-10 ans""},{""div"":""Surface habitable""},{""div"":""121""},{""div"":""Étage""},{""div"":""Rez de chaussée""},{""div"":""Frais de syndic / mois""},{""div"":""250""}]","[]"
"1679591028-661","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon8870,000 DHAppartement 84m² à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/Appartement_84m%C2%B2_%C3%A0_Agadir_51317658.htm","870 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""84""},{""div"":""Âge du bien""},{""div"":""11-20 ans""}]","[{""equip"":""Terrasse""},{""equip"":""Cuisine équipée""}]"
"1679591030-662","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon8430,000 DHAppartementAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Zone Industrielle Agadir","https://www.avito.ma/fr/zone_industrielle_agadir/appartements/Appartement_51318823.htm","430 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Zone Industrielle Agadir""},{""div"":""Âge du bien""},{""div"":""Neuf""},{""div"":""Salons""},{""div"":""1""},{""div"":""Étage""},{""div"":""2""},{""div"":""Frais de syndic / mois""},{""div"":""100""}]","[{""equip"":""Ascenseur""},{""equip"":""Sécurité""},{""equip"":""Concierge""},{""equip"":""Parking""}]"
"1679591033-663","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon7950,000 DHAppartement 78m² en Vente à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, El Houda","https://www.avito.ma/fr/el_houda/appartements/Appartement_78m%C2%B2_en_Vente_%C3%A0_Agadir_51321609.htm","950 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""El Houda""},{""div"":""Surface habitable""},{""div"":""78""},{""div"":""Âge du bien""},{""div"":""1-5 ans""},{""div"":""Étage""},{""div"":""1""},{""div"":""Salons""},{""div"":""1""}]","[]"
"1679591035-664","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon81,250,000 DHAppartement 69m² en Vente à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Anahda","https://www.avito.ma/fr/anahda/appartements/Appartement_69m%C2%B2_en_Vente_%C3%A0_Agadir_51323717.htm","1 250 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Anahda""},{""div"":""Étage""},{""div"":""4""},{""div"":""Salons""},{""div"":""1""},{""div"":""Âge du bien""},{""div"":""6-10 ans""},{""div"":""Frais de syndic / mois""},{""div"":""50""},{""div"":""Surface habitable""},{""div"":""69""}]","[{""equip"":""Ascenseur""},{""equip"":""Meublé""},{""equip"":""Climatisation""},{""equip"":""Cuisine équipée""},{""equip"":""Balcon""}]"
"1679591039-665","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","820,000 DHAppartement 110m² en Vente à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/Appartement_110m%C2%B2_en_Vente_%C3%A0_Agadir_51323866.htm","820 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Surface habitable""},{""div"":""110""},{""div"":""Âge du bien""},{""div"":""Neuf""},{""div"":""Salons""},{""div"":""1""},{""div"":""Étage""},{""div"":""1""}]","[{""equip"":""Terrasse""},{""equip"":""Parking""},{""equip"":""Ascenseur""}]"
"1679591041-666","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon8250,000 DHشقة للبيعAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Autre secteur","https://www.avito.ma/fr/autre_secteur/appartements/%D8%B4%D9%82%D8%A9_%D9%84%D9%84%D8%A8%D9%8A%D8%B9_51325000.htm","250 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Autre secteur""},{""div"":""Salons""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""10""},{""div"":""Âge du bien""},{""div"":""6-10 ans""},{""div"":""Étage""},{""div"":""3""}]","[]"
"1679591044-667","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon7300,000 DHشقة AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Ville Nouvelle","https://www.avito.ma/fr/ville_nouvelle/appartements/%D8%B4%D9%82%D8%A9__51334251.htm","300 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Ville Nouvelle""},{""div"":""Âge du bien""},{""div"":""1-5 ans""},{""div"":""Salons""},{""div"":""2""},{""div"":""Surface habitable""},{""div"":""80""},{""div"":""Étage""},{""div"":""1""}]","[{""equip"":""Ascenseur""},{""equip"":""Terrasse""},{""equip"":""Meublé""},{""equip"":""Concierge""},{""equip"":""Parking""},{""equip"":""Balcon""},{""equip"":""Cuisine équipée""}]"
"1679591046-668","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon6550,000 DHشقة بالحي المحمدي الطابق التاني 60 متر AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/%D8%B4%D9%82%D8%A9_%D8%A8%D8%A7%D9%84%D8%AD%D9%8A_%D8%A7%D9%84%D9%85%D8%AD%D9%85%D8%AF%D9%8A_%D8%A7%D9%84%D8%B7%D8%A7%D8%A8%D9%82_%D8%A7%D9%84%D8%AA%D8%A7%D9%86%D9%8A_60_%D9%85%D8%AA%D8%B1__51334954.htm","550 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Surface habitable""},{""div"":""63""},{""div"":""Âge du bien""},{""div"":""Neuf""},{""div"":""Frais de syndic / mois""},{""div"":""6""},{""div"":""Étage""},{""div"":""1""},{""div"":""Salons""},{""div"":""1""}]","[{""equip"":""Cuisine équipée""},{""equip"":""Terrasse""},{""equip"":""Balcon""}]"
"1679591048-669","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon8360,000 DHشقة للبيعAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Taddart Anza","https://www.avito.ma/fr/taddart_anza/appartements/%D8%B4%D9%82%D8%A9_%D9%84%D9%84%D8%A8%D9%8A%D8%B9_51334967.htm","360 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Taddart Anza""},{""div"":""Salons""},{""div"":""1""},{""div"":""Âge du bien""},{""div"":""1-5 ans""},{""div"":""Étage""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""50""},{""div"":""Surface habitable""},{""div"":""73""}]","[{""equip"":""Balcon""},{""equip"":""Parking""},{""equip"":""Sécurité""}]"
"1679591050-670","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","335,000 DHAppartement 50m² en Vente à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, El Houda","https://www.avito.ma/fr/el_houda/appartements/Appartement_50m%C2%B2_en_Vente_%C3%A0_Agadir_51339891.htm","335 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""El Houda""},{""div"":""Surface habitable""},{""div"":""50""},{""div"":""Étage""},{""div"":""4""},{""div"":""Salons""},{""div"":""1""}]","[]"
"1679591055-671","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=19&price_min=0","Camera Icon1500,000 DHشقة اكادير للبيع منطقة جميلة هادئةAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Le centre-ville","https://www.avito.ma/fr/le_centreville/appartements/%D8%B4%D9%82%D8%A9_%D8%A7%D9%83%D8%A7%D8%AF%D9%8A%D8%B1_%D9%84%D9%84%D8%A8%D9%8A%D8%B9_%D9%85%D9%86%D8%B7%D9%82%D8%A9_%D8%AC%D9%85%D9%8A%D9%84%D8%A9_%D9%87%D8%A7%D8%AF%D8%A6%D8%A9_51341159.htm","500 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Le centre-ville""},{""div"":""Étage""},{""div"":""Rez de chaussée""},{""div"":""Salons""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""75""}]","[]"
"1679591057-672","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=19&price_min=0","Camera Icon1470,000 DHAppartement 64m² en Vente à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/Appartement_64m%C2%B2_en_Vente_%C3%A0_Agadir_51343181.htm","470 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Surface habitable""},{""div"":""65""},{""div"":""Étage""},{""div"":""3""},{""div"":""Salons""},{""div"":""1""}]","[{""equip"":""Sécurité""},{""equip"":""Balcon""},{""equip"":""Parking""},{""equip"":""Terrasse""},{""equip"":""Concierge""}]"
"1679591060-673","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=19&price_min=0","Camera Icon8490,000 DHAppartement meublé 60m² à Hay Zayton AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Zaytoun","https://www.avito.ma/fr/hay_zaytoun/appartements/Appartement_meubl%C3%A9_60m%C2%B2_%C3%A0_Hay_Zayton__51343399.htm","490 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Zaytoun""},{""div"":""Âge du bien""},{""div"":""Neuf""},{""div"":""Étage""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""60""},{""div"":""Salons""},{""div"":""1""}]","[]"
"1679591062-674","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=19&price_min=0","Camera Icon1470,000 DHشقة مجهزة بحي السلام AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/%D8%B4%D9%82%D8%A9_%D9%85%D8%AC%D9%87%D8%B2%D8%A9_%D8%A8%D8%AD%D9%8A_%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D9%85__51344307.htm","470 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Âge du bien""},{""div"":""1-5 ans""},{""div"":""Salons""},{""div"":""1""},{""div"":""Étage""},{""div"":""1""}]","[{""equip"":""Balcon""},{""equip"":""Parking""},{""equip"":""Concierge""},{""equip"":""Terrasse""},{""equip"":""Meublé""},{""equip"":""Sécurité""},{""equip"":""Chauffage""},{""equip"":""Climatisation""},{""equip"":""Cuisine équipée""}]"
"1679591065-675","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=19&price_min=0","Camera Icon1950,000 DHشقة مجهزة بحي إسلان أكادير  AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/%D8%B4%D9%82%D8%A9_%D9%85%D8%AC%D9%87%D8%B2%D8%A9_%D8%A8%D8%AD%D9%8A_%D8%A5%D8%B3%D9%84%D8%A7%D9%86_%D8%A3%D9%83%D8%A7%D8%AF%D9%8A%D8%B1___51345519.htm","950 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Surface habitable""},{""div"":""98""},{""div"":""Étage""},{""div"":""2""},{""div"":""Salons""},{""div"":""1""}]","[{""equip"":""Balcon""},{""equip"":""Sécurité""},{""equip"":""Parking""},{""equip"":""Concierge""},{""equip"":""Chauffage""},{""equip"":""Climatisation""},{""equip"":""Terrasse""},{""equip"":""Cuisine équipée""},{""equip"":""Meublé""},{""equip"":""Ascenseur""}]"
"1679591067-676","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=19&price_min=0","Camera Icon81,250,000 DHAppartement 120m² en Vente à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Anahda","https://www.avito.ma/fr/anahda/appartements/Appartement_120m%C2%B2_en_Vente_%C3%A0_Agadir_51347817.htm","1 250 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Anahda""},{""div"":""Surface habitable""},{""div"":""120""},{""div"":""Âge du bien""},{""div"":""6-10 ans""},{""div"":""Étage""},{""div"":""4""},{""div"":""Salons""},{""div"":""2""},{""div"":""Frais de syndic / mois""},{""div"":""50""}]","[{""equip"":""Cuisine équipée""},{""equip"":""Climatisation""},{""equip"":""Ascenseur""},{""equip"":""Meublé""},{""equip"":""Balcon""}]"
"1679591069-677","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=19&price_min=0","Camera Icon71,150,000 DHAppartement F4 de 98m² à vendre El HoudaAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, El Houda","https://www.avito.ma/fr/el_houda/appartements/Appartement_F4_de_98m%C2%B2_%C3%A0_vendre_El_Houda_51349079.htm","1 150 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""El Houda""},{""div"":""Étage""},{""div"":""5""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""98""}]","[{""equip"":""Concierge""},{""equip"":""Balcon""},{""equip"":""Ascenseur""},{""equip"":""Terrasse""},{""equip"":""Sécurité""}]"
"1679591072-678","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=19&price_min=0","Camera Icon8420,000 DHJoli appartement à vendreAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Tilila","https://www.avito.ma/fr/tilila/appartements/Joli_appartement_%C3%A0_vendre_51351109.htm","420 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Tilila""},{""div"":""Âge du bien""},{""div"":""6-10 ans""},{""div"":""Étage""},{""div"":""3""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""50""}]","[]"
"1679591074-679","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=19&price_min=0","Camera Icon81,200,000 DHAppartement en Vente à al wifak  AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Al Wifaq","https://www.avito.ma/fr/al_wifaq/appartements/Appartement_en_Vente_%C3%A0_al_wifak__Agadir_51366515.htm","1 200 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Al Wifaq""},{""div"":""Surface habitable""},{""div"":""138""},{""div"":""Étage""},{""div"":""1""},{""div"":""Salons""},{""div"":""1""}]","[]"
"1679591076-680","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=19&price_min=0","Camera Icon84,600,000 DHmagnifique résidence AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Founty","https://www.avito.ma/fr/founty/appartements/magnifique_r%C3%A9sidence__51371952.htm","4 600 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Founty""},{""div"":""Étage""},{""div"":""1""},{""div"":""Salons""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""1800""},{""div"":""Surface habitable""},{""div"":""170""},{""div"":""Âge du bien""},{""div"":""11-20 ans""}]","[]"
"1679591078-681","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=19&price_min=0","25,000 DHopportunité à ne pas rater AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Marina","https://www.avito.ma/fr/marina/appartements/opportunit%C3%A9_%C3%A0_ne_pas_rater__51378918.htm","25 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Marina""},{""div"":""Âge du bien""},{""div"":""1-5 ans""},{""div"":""Étage""},{""div"":""2""},{""div"":""Surface habitable""},{""div"":""115""},{""div"":""Frais de syndic / mois""},{""div"":""700""}]","[{""equip"":""Climatisation""},{""equip"":""Balcon""},{""equip"":""Parking""},{""equip"":""Chauffage""},{""equip"":""Meublé""},{""equip"":""Sécurité""},{""equip"":""Cuisine équipée""}]"
"1679591081-682","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=19&price_min=0","Camera Icon5480,000 DHSpacieux - Plein Soleil - Emplacement Stratégique AppartementsTimeFill Iconil y a 4 moisMapPinFill IconAgadir, Zone Industrielle Agadir","https://www.avito.ma/fr/zone_industrielle_agadir/appartements/Spacieux___Plein_Soleil___Emplacement_Strat%C3%A9gique__51387010.htm","480 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Zone Industrielle Agadir""},{""div"":""Surface habitable""},{""div"":""75""},{""div"":""Étage""},{""div"":""1""},{""div"":""Salons""},{""div"":""1""},{""div"":""Âge du bien""},{""div"":""1-5 ans""}]","[{""equip"":""Sécurité""},{""equip"":""Concierge""}]"
"1679591083-683","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=19&price_min=0","500,000 DHAppartement 60m² en Vente à AgadirAppartementsTimeFill Iconil y a 4 moisMapPinFill IconAgadir, Autre secteur","https://www.avito.ma/fr/autre_secteur/appartements/Appartement_60m%C2%B2_en_Vente_%C3%A0_Agadir_51387573.htm","500 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Autre secteur""},{""div"":""Étage""},{""div"":""Rez de chaussée""},{""div"":""Salons""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""75""},{""div"":""Surface habitable""},{""div"":""60""}]","[]"
"1679591085-684","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=19&price_min=0","Camera Icon7630,000 DHappartement à Hay Salam AppartementsTimeFill Iconil y a 4 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/appartement_%C3%A0_Hay_Salam__51113341.htm","630 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Étage""},{""div"":""2""},{""div"":""Âge du bien""},{""div"":""1-5 ans""},{""div"":""Frais de syndic / mois""},{""div"":""100""},{""div"":""Surface habitable""},{""div"":""77""},{""div"":""Salons""},{""div"":""1""}]","[{""equip"":""Cuisine équipée""},{""equip"":""Meublé""},{""equip"":""Ascenseur""},{""equip"":""Sécurité""},{""equip"":""Balcon""},{""equip"":""Concierge""},{""equip"":""Parking""}]"
"1679591087-685","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=19&price_min=0","560,000 DHAppartement titré à Hay Mohammadi AgadirAppartementsTimeFill Iconil y a 4 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_titr%C3%A9_%C3%A0_Hay_Mohammadi_Agadir_51388917.htm","560 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""58""},{""div"":""Étage""},{""div"":""1""}]","[]"
"1679591090-686","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=19&price_min=0","Camera Icon8940,000 DHAppartement 76m² en Vente à AgadirAppartementsTimeFill Iconil y a 4 moisMapPinFill IconAgadir, Tilila","https://www.avito.ma/fr/tilila/appartements/Appartement_76m%C2%B2_en_Vente_%C3%A0_Agadir_51389167.htm","940 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Tilila""},{""div"":""Étage""},{""div"":""3""},{""div"":""Âge du bien""},{""div"":""1-5 ans""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""76""},{""div"":""Frais de syndic / mois""},{""div"":""150""}]","[{""equip"":""Meublé""},{""equip"":""Parking""},{""equip"":""Sécurité""},{""equip"":""Climatisation""},{""equip"":""Ascenseur""},{""equip"":""Balcon""},{""equip"":""Cuisine équipée""}]"
